,Road_shape,speed,light,weather,result
0,0.6,0.4117647058823529,0.8260869565217391,0.5,1.0
1,0.6,0.37058823529411766,0.7826086956521738,0.35,1.0
2,0.6,0.4352941176470589,0.2608695652173913,0.35,1.0
3,0.6,0.4882352941176471,0.08695652173913043,0.0,1.0
4,0.6,0.9588235294117647,0.043478260869565216,0.35,0.0
5,0.6,0.9647058823529412,0.8695652173913043,0.35,0.0
6,0.6,0.7058823529411765,0.043478260869565216,0.7,0.0
7,0.6,0.7294117647058823,0.30434782608695654,0.0,0.0
8,0.6,0.34705882352941175,0.08695652173913043,0.7,1.0
9,0.6,0.3235294117647059,0.9565217391304348,0.7,1.0
10,0.6,0.6176470588235294,0.21739130434782608,0.35,0.0
11,0.6,0.6,0.2608695652173913,0.8,0.0
12,0.6,0.6588235294117647,0.7391304347826086,0.35,0.0
13,0.6,0.5764705882352941,0.8695652173913043,0.35,0.0
14,0.6,0.5294117647058824,0.21739130434782608,0.35,0.0
15,0.6,0.7000000000000001,0.7826086956521738,0.8,0.0
16,0.6,0.4882352941176471,0.2608695652173913,0.5,1.0
17,0.6,0.4235294117647059,0.7391304347826086,0.0,1.0
18,0.6,0.5294117647058824,0.7391304347826086,0.35,0.0
19,0.6,0.4823529411764706,0.0,0.5,1.0
20,0.6,0.6058823529411764,0.8695652173913043,0.7,0.0
21,0.6,0.5235294117647059,0.34782608695652173,0.5,0.0
22,0.6,0.5529411764705883,0.43478260869565216,0.8,0.0
23,0.6,0.5,0.5217391304347826,0.7,1.0
24,0.6,0.5235294117647059,0.043478260869565216,0.8,0.0
25,0.6,0.47647058823529415,0.8695652173913043,0.2,1.0
26,0.6,0.4882352941176471,0.17391304347826086,0.7,1.0
27,0.6,0.5294117647058824,0.08695652173913043,0.35,0.0
28,0.6,0.5294117647058824,0.3913043478260869,0.8,0.0
29,0.6,0.5294117647058824,0.9565217391304348,0.0,0.0
30,0.6,0.5176470588235293,0.3913043478260869,0.0,0.0
31,0.6,0.4941176470588235,0.30434782608695654,0.0,1.0
32,0.6,0.511764705882353,0.5652173913043478,0.5,0.0
33,0.6,0.47647058823529415,0.7826086956521738,0.0,1.0
34,0.6,0.4941176470588235,0.17391304347826086,0.5,1.0
35,0.6,0.5764705882352941,0.9565217391304348,0.8,0.0
36,0.6,0.5176470588235293,0.9565217391304348,0.8,0.0
37,0.6,0.511764705882353,0.13043478260869565,0.5,0.0
38,0.6,0.4823529411764706,0.9565217391304348,0.7,1.0
39,0.6,0.5176470588235293,0.5217391304347826,0.0,0.0
40,0.6,0.5,0.5217391304347826,0.35,1.0
41,0.6,0.511764705882353,1.0,0.7,0.0
42,0.6,0.4941176470588235,0.9130434782608695,0.7,1.0
43,0.6,0.5058823529411764,0.6521739130434783,0.5,0.0
44,0.6,0.5,0.8695652173913043,0.35,1.0
45,0.6,0.5058823529411764,0.6956521739130435,0.2,0.0
46,0.6,0.5058823529411764,0.30434782608695654,0.0,0.0
47,0.6,0.5058823529411764,0.34782608695652173,0.8,0.0
48,0.6,0.4941176470588235,0.4782608695652174,0.8,1.0
49,0.6,0.4941176470588235,0.13043478260869565,0.35,1.0
50,0.6,0.511764705882353,0.08695652173913043,0.0,0.0
51,0.6,0.5058823529411764,0.043478260869565216,0.8,0.0
52,0.6,0.4941176470588235,0.43478260869565216,0.8,1.0
53,0.6,0.5176470588235293,0.7391304347826086,0.7,0.0
54,0.6,0.5,0.8260869565217391,0.0,1.0
55,0.6,0.511764705882353,0.6521739130434783,0.35,0.0
56,0.6,0.4882352941176471,0.34782608695652173,0.5,1.0
57,0.6,0.5176470588235293,0.6956521739130435,0.7,0.0
58,0.6,0.5176470588235293,0.8260869565217391,0.5,0.0
59,0.6,0.4882352941176471,0.7826086956521738,0.35,1.0
60,0.6,0.5176470588235293,0.8695652173913043,0.35,0.0
61,0.6,0.5176470588235293,0.4782608695652174,0.7,0.0
62,0.6,0.5176470588235293,0.8695652173913043,0.35,0.0
